,v12,v50,v55,v20,v24,v97,v99,v42,v53,v9,v68_t,v70_t,v28_t,v84_t,v44_t,classlabel_yes.,v95_f,v95_nan,v95_t,v7_b,v85_p,v33_ff,v33_bb,v33_v,v33_h,v99_ff,v76_p,v76_s
15,0.5726315789473684,0.125,0.26479237736736855,0.13333333333333333,0.0,0.4969788519637462,0.7142857142857142,0.26498740214247557,0.0005,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
16,0.1942857142857143,0.0,0.3383131396306317,0.9733333333333333,0.0,0.4425981873111782,0.42857142857142855,0.35380142438359313,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
17,0.2657142857142857,0.041666666666666664,0.26479237736736855,1.0,0.0,0.5785498489425982,0.0,0.26498740214247557,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
18,0.1792481203007519,0.19083333333333333,0.6400017847798839,0.21333333333333335,0.0625,0.3640483383685801,0.0,0.7182451708212823,0.0105,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
19,0.3007518796992481,0.0,0.34084833832936495,0.18666666666666665,0.0,0.850453172205438,0.42857142857142855,0.35686397687466614,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
20,0.2857142857142857,0.47916666666666663,0.4828194654584248,0.15333333333333332,0.0,0.4350453172205438,0.7857142857142857,0.5283669163747552,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
21,0.3921804511278195,0.020833333333333332,0.4777490680609584,0.03333333333333333,0.0,0.6163141993957704,0.5,0.5222418113926092,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
22,0.3996992481203008,0.01375,0.2848905453313809,0.5399999999999999,0.125,0.5407854984894259,0.5714285714285714,0.18193380187515304,0.009000000000000001,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23,0.32330827067669177,0.3333333333333333,0.21408840339270432,1.0,0.0,0.6178247734138972,0.0,0.20373635232101522,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
24,0.1590977443609022,0.375,0.36620032531669705,0.16666666666666666,0.0,0.3791540785498489,0.42857142857142855,0.3874895017853963,0.228,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25,0.03007518796992481,0.08333333333333333,0.26479237736736855,0.02666666666666667,0.0,0.4350453172205438,0.0,0.26498740214247557,0.009000000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,0.4699248120300752,0.08333333333333333,0.4169042992913613,0.30666666666666664,0.0,0.39274924471299094,0.5714285714285714,0.44874055160685666,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,0.2506766917293233,0.003333333333333333,0.11268045544337583,0.09333333333333332,0.1875,0.5362537764350452,0.14285714285714285,0.08123425267809449,0.0165,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28,0.28253338345864654,0.25,0.49296026025335765,0.2333333333333333,0.0,0.32628398791540786,0.7857142857142857,0.5406171263390472,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,0.052631578947368446,0.003333333333333333,0.3154963513420328,0.19999999999999998,0.0,0.539274924471299,0.5714285714285714,0.32623845196393597,0.02,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
30,0.3733834586466165,1.0,1.0,0.3333333333333333,0.0,0.4879154078549849,0.21428571428571427,1.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,0.1341353383458647,0.13208333333333333,0.6197201951900182,0.04666666666666666,0.0625,0.7673716012084592,0.42857142857142855,0.6937447508926982,0.0045000000000000005,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
32,0.5300751879699248,0.0,0.23944039038003645,0.09999999999999999,0.0,0.48036253776435045,0.9285714285714285,0.2343618772317454,0.0135,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,0.21172932330827063,0.1875,0.23944039038003645,0.09999999999999999,0.0625,0.4848942598187311,0.14285714285714285,0.2343618772317454,0.0015,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
34,0.041353383458646614,0.020833333333333332,0.2495811851749693,0.08,0.0625,0.39728096676737157,0.07142857142857142,0.2466120871960375,0.049,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,0.1792481203007519,0.3333333333333333,0.3509891331242978,0.14666666666666667,0.0,0.46827794561933533,0.3571428571428571,0.3691141868389582,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
36,0.34466165413533834,0.020833333333333332,0.3928199116533958,0.13333333333333333,0.0,0.5287009063444108,0.42857142857142855,0.419646302941663,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
37,0.1867669172932331,0.09708333333333333,0.23944039038003645,0.05333333333333334,0.0,0.5649546827794562,0.21428571428571427,0.2343618772317454,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
38,0.3599714285714286,0.7083333333333333,0.11268045544337583,0.3333333333333333,0.0,0.6631419939577038,0.3571428571428571,0.08123425267809449,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
39,0.5037593984962406,0.22916666666666666,0.5347910387824556,0.04666666666666666,0.0625,0.648036253776435,0.07142857142857142,0.591149242441752,0.446,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
40,0.2995488721804511,0.03125,0.49296026025335765,0.02666666666666667,0.0,0.486404833836858,0.21428571428571427,0.5406171263390472,0.022,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
41,0.4699248120300752,1.0,0.22422919818763717,0.5666666666666667,0.0625,0.7129909365558912,0.21428571428571427,0.21598656228530727,1.0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
42,0.29203007518797,0.5416666666666666,0.32056674873949925,0.06666666666666667,0.0,0.23262839879154076,1.0,0.332363556946082,1.0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
43,0.16917293233082706,0.08666666666666667,0.3154963513420328,0.06,0.0,0.5951661631419939,0.2857142857142857,0.32623845196393597,1.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
44,0.1942857142857143,0.08333333333333333,0.3154963513420328,0.12,0.3125,0.4229607250755287,0.0,0.32623845196393597,1.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
45,0.5225563909774437,0.010416666666666666,0.3978903090508622,0.27999999999999997,0.0,0.7009063444108761,0.5,0.425771407923809,0.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
46,0.3559398496240602,0.003333333333333333,0.6197201951900182,0.13333333333333333,0.0,0.4471299093655589,0.14285714285714285,0.6937447508926982,1.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
47,0.06390977443609022,0.017499999999999998,0.36620032531669705,0.013333333333333334,0.0,0.7009063444108761,0.07142857142857142,0.3874895017853963,0.02,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
48,0.6428571428571429,0.0,0.11268045544337583,1.0,0.9375,0.5075528700906344,0.9285714285714285,0.08123425267809449,0.1235,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
49,0.18045112781954883,0.12166666666666666,0.5081714524457569,0.03333333333333333,0.3125,0.2175226586102719,0.0,0.5589924412854853,0.0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
50,0.13278195488721803,0.03458333333333333,0.11268045544337583,0.72,0.3125,0.4335347432024169,0.07142857142857142,0.08123425267809449,0.28,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
51,0.29203007518797,0.16999999999999998,0.34084833832936495,0.19999999999999998,0.0625,0.23867069486404832,0.0,0.35686397687466614,1.0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
52,0.2744360902255639,0.003333333333333333,0.610846999744452,0.12,0.0,0.5287009063444108,0.6428571428571428,0.6830258171739426,0.0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0
53,0.4072180451127819,0.14583333333333331,0.1494408365750074,0.6666666666666666,0.0,0.7885196374622355,0.07142857142857142,0.12564126379865326,0.4185,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
54,0.6905263157894737,0.010416666666666666,0.4422562862786934,0.09999999999999999,0.0,0.15861027190332325,0.07142857142857142,0.47936607651758684,0.0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
55,0.43233082706766923,0.26375,0.17859562161043935,0.32666666666666666,0.0,0.6495468277945619,0.14285714285714285,0.16086061744599295,0.721,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
56,0.21548872180451126,0.0,0.11268045544337583,1.0,0.0,0.2900302114803625,0.6428571428571428,0.08123425267809449,1.0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
57,0.3609022556390977,0.010416666666666666,0.40169310709896205,0.36666666666666664,0.0,0.7764350453172204,0.07142857142857142,0.43036523666041854,0.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
58,0.6040601503759399,0.7220833333333332,0.11268045544337583,0.64,0.3125,0.7099697885196374,0.6428571428571428,0.08123425267809449,0.0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
59,0.5100751879699248,1.0,0.11268045544337583,0.02,1.0,0.37462235649546827,0.0,0.08123425267809449,1.0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
60,0.14285714285714288,0.06958333333333333,0.49296026025335765,0.06666666666666667,0.0,0.4622356495468278,0.0,0.5406171263390472,0.0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
61,0.1341353383458647,0.21541666666666665,0.11268045544337583,0.16666666666666666,0.0,0.49093655589123864,0.0,0.08123425267809449,0.0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
62,0.613984962406015,1.0,0.15070843592437402,0.6266666666666666,0.6875,0.4441087613293051,0.7142857142857142,0.12717254004418976,0.15,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
63,0.30827067669172936,0.6179166666666667,0.11268045544337583,0.19999999999999998,0.0,0.8912386706948641,0.21428571428571427,0.08123425267809449,0.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
64,0.20796992481203005,0.16666666666666666,0.5816922147090201,0.13333333333333333,0.1875,0.5211480362537765,0.3571428571428571,0.6478064635266029,0.28,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
65,0.4849624060150376,0.0,0.23944039038003645,0.26666666666666666,0.0,0.39425981873111776,0.9285714285714285,0.2343618772317454,0.48,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
66,0.7093233082706767,0.3333333333333333,0.11268045544337583,0.3333333333333333,0.25,0.5981873111782477,0.3571428571428571,0.08123425267809449,0.0495,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
67,0.5063157894736843,1.0,0.7705645177646443,0.19999999999999998,0.125,0.5317220543806647,0.2857142857142857,0.8759666241115427,0.852,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
68,0.35458646616541356,0.35416666666666663,0.2305671949344702,0.4333333333333333,0.75,0.49093655589123864,0.5,0.22364294351298986,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
69,0.29323308270676696,0.20833333333333331,0.11268045544337583,0.16666666666666666,0.0,0.4879154078549849,0.0,0.08123425267809449,0.001,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
70,0.16285714285714284,0.14583333333333331,0.6197201951900182,0.04666666666666666,0.0,0.5694864048338368,0.3571428571428571,0.6937447508926982,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
71,0.1215037593984962,0.007083333333333334,0.5639458238178876,0.09999999999999999,0.0,0.34138972809667667,0.5714285714285714,0.6263685960890918,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
72,0.021353383458646624,0.08333333333333333,0.8732400650633394,0.4666666666666666,0.0,0.32628398791540786,0.6428571428571428,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
73,0.13789473684210526,0.01375,0.3154963513420328,0.21333333333333335,0.0,0.7507552870090634,0.0,0.32623845196393597,0.529,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
74,0.8383458646616541,0.0,0.11268045544337583,0.39999999999999997,0.0,0.1903323262839879,0.7142857142857142,0.08123425267809449,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
75,0.2894736842105263,0.5833333333333333,0.46760827326602555,0.16666666666666666,0.0,0.5030211480362538,0.14285714285714285,0.5099916014283171,0.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
76,0.13909774436090225,0.0,0.36620032531669705,0.12,0.0625,0.33685800604229604,0.9285714285714285,0.3874895017853963,0.0265,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,0.12406015037593984,0.024166666666666663,0.6450721821773503,0.05333333333333334,0.0625,0.5422960725075529,0.14285714285714285,0.7243702758034283,0.14150000000000001,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
78,0.16541353383458643,0.08333333333333333,0.26479237736736855,0.03333333333333333,0.0,0.6540785498489425,0.5,0.26498740214247557,0.0005,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
79,0.10526315789473681,0.024166666666666663,0.2901443643547007,0.34,0.0,0.188821752265861,0.9285714285714285,0.2956129270532058,0.092,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
80,0.13909774436090225,0.041666666666666664,0.5183122472406898,0.04666666666666666,0.0,0.6374622356495467,0.5,0.5712426512497775,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
81,0.10406015037593988,0.16666666666666666,0.4169042992913613,0.05333333333333334,0.0,0.49395770392749244,0.0,0.44874055160685666,0.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
82,0.5263157894736842,0.0,0.11268045544337583,1.0,0.0,0.29758308157099694,0.7142857142857142,0.08123425267809449,0.0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0
83,0.5726315789473684,0.125,0.34084833832936495,0.19999999999999998,0.0,0.20996978851963743,0.7142857142857142,0.35686397687466614,0.002,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
84,0.13533834586466162,0.03458333333333333,0.11268045544337583,0.7666666666666666,0.0,0.6087613293051359,0.42857142857142855,0.08123425267809449,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
85,0.06270676691729324,0.0,0.11268045544337583,0.68,0.0,0.47734138972809664,0.7142857142857142,0.08123425267809449,0.025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
86,0.4285714285714286,0.0,0.30282035784836675,0.12,0.0,0.5347432024169184,0.8571428571428571,0.31092568950857086,0.0005,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
87,0.20932330827067672,0.020833333333333332,0.34084833832936495,0.13333333333333333,0.0,0.6253776435045316,0.14285714285714285,0.35686397687466614,0.025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
88,0.22556390977443605,0.125,0.11268045544337583,0.09999999999999999,0.0,0.7628398791540785,0.0,0.08123425267809449,0.1125,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
89,0.3609022556390977,0.9583333333333333,0.49296026025335765,0.4666666666666666,0.4375,0.486404833836858,0.07142857142857142,0.5406171263390472,0.0025,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
90,0.22556390977443605,0.041666666666666664,0.46760827326602555,0.08,0.0,0.4169184290030211,0.5714285714285714,0.5099916014283171,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
91,0.14661654135338345,0.375,0.3154963513420328,0.18666666666666665,0.0,0.7175226586102719,0.7142857142857142,0.32623845196393597,0.0125,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
92,0.23684210526315788,0.08333333333333333,0.46760827326602555,0.07333333333333333,0.0,0.36706948640483383,0.2857142857142857,0.5099916014283171,0.006500000000000001,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
93,0.27323308270676694,0.2533333333333333,0.36620032531669705,0.20666666666666667,0.125,0.32628398791540786,0.7142857142857142,0.3874895017853963,0.002,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
94,0.07639097744360898,0.01375,0.36620032531669705,0.02666666666666667,0.0625,0.4214501510574018,0.0,0.3874895017853963,0.0005,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
95,0.19548872180451124,0.20833333333333331,0.36620032531669705,0.3,0.0,0.8716012084592144,0.0,0.3874895017853963,0.605,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
96,0.20180451127819551,0.0,0.2292995955851036,0.08,0.0625,0.3761329305135952,0.7142857142857142,0.22211166726745335,0.15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
97,0.5025563909774436,0.4583333333333333,0.7021141528988476,0.38666666666666666,0.0,0.5634441087613292,0.14285714285714285,0.7932777068525713,0.075,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
98,0.15037593984962402,0.003333333333333333,0.2749331721623014,0.02666666666666667,0.125,0.32326283987915405,0.0,0.2772376121067677,0.003,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
99,0.4184962406015037,0.017499999999999998,0.3154963513420328,0.12,0.0,0.3247734138972809,0.5714285714285714,0.32623845196393597,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
100,0.18917293233082702,0.0,0.2901443643547007,0.8666666666666666,0.0,0.4516616314199396,0.6428571428571428,0.2956129270532058,0.555,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
101,0.38601503759398503,0.01375,0.6197201951900182,0.11333333333333334,0.0,0.7069486404833836,0.5,0.6937447508926982,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
102,0.32330827067669177,0.3125,0.9746480130126679,0.21333333333333335,0.0,0.4305135951661631,0.2857142857142857,1.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
103,0.07639097744360898,0.0,0.34084833832936495,0.2333333333333333,0.0,0.6283987915407855,0.7142857142857142,0.35686397687466614,0.0005,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
104,0.46736842105263154,0.13541666666666666,0.3154963513420328,0.4666666666666666,0.0,0.2809667673716012,0.0,0.32623845196393597,0.001,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
105,0.556390977443609,0.0,0.2964823611015337,0.04,0.0,0.44108761329305135,0.7142857142857142,0.30326930828088833,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
106,0.08150375939849627,0.08333333333333333,0.569016221215354,0.26666666666666666,0.0,0.3836858006042296,0.42857142857142855,0.6324937010712378,0.5,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
107,0.11654135338345864,0.041666666666666664,0.23944039038003645,0.7666666666666666,0.0,0.44561933534743203,0.42857142857142855,0.2343618772317454,0.034,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
108,0.17789473684210524,0.0,0.17955179715165356,0.0,0.0,0.688821752265861,0.8571428571428571,0.13823608748200333,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
109,0.10030075187969925,0.13208333333333333,0.11268045544337583,0.05333333333333334,0.0625,0.4848942598187311,0.07142857142857142,0.08123425267809449,0.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
110,0.45744360902255643,0.6145833333333333,0.11268045544337583,0.44666666666666666,0.1875,0.527190332326284,0.07142857142857142,0.08123425267809449,0.0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
111,0.3157894736842105,0.44791666666666663,0.11268045544337583,1.0,0.5625,0.539274924471299,1.0,0.08123425267809449,0.067,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
112,0.10150375939849623,0.20833333333333331,0.16338442941804007,0.6666666666666666,0.0,0.4093655589123867,0.0,0.14248530249955485,0.0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
113,0.1341353383458647,0.1875,0.11268045544337583,0.013333333333333334,0.0,0.2854984894259818,0.0,0.08123425267809449,0.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
114,0.12526315789473683,0.18041666666666667,0.2749331721623014,0.05333333333333334,0.0,0.4516616314199396,0.0,0.2772376121067677,0.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
115,0.43729323308270673,0.38166666666666665,0.11268045544337583,0.30666666666666664,0.0,0.5211480362537765,0.07142857142857142,0.08123425267809449,0.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
116,0.07774436090225564,0.08333333333333333,0.21408840339270432,0.6133333333333333,0.25,0.6555891238670695,0.0,0.20373635232101522,0.25,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
117,0.10406015037593988,0.01375,0.23944039038003645,0.19999999999999998,0.1875,0.4622356495468278,0.07142857142857142,0.2343618772317454,0.003,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
118,0.2793984962406014,0.003333333333333333,0.6704241691646825,0.03333333333333333,0.0,0.4561933534743202,0.21428571428571427,0.7549958007141585,1.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
119,0.2281203007518797,0.44458333333333333,0.11268045544337583,1.0,0.6875,0.7462235649546828,0.0,0.08123425267809449,1.0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
120,0.5876691729323308,0.4583333333333333,0.11268045544337583,1.0,0.875,0.38519637462235645,0.0,0.08123425267809449,1.0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
121,0.10406015037593988,0.17375,0.3915523123040292,0.12,0.3125,0.5649546827794562,0.07142857142857142,0.4181150266961265,1.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
122,0.33834586466165417,0.20833333333333331,0.11268045544337583,0.3333333333333333,0.375,0.41389728096676737,0.0,0.08123425267809449,0.1835,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
123,0.09894736842105259,0.08333333333333333,0.17606042291170615,0.6666666666666666,0.25,0.5649546827794562,0.0,0.15779806495491994,0.7325,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
124,0.18045112781954883,0.020833333333333332,0.5550726283723213,0.04666666666666666,0.0,0.2673716012084592,0.0,0.6156496623703361,0.0115,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
125,0.21684210526315792,0.048749999999999995,0.21408840339270432,0.02666666666666667,0.25,0.4229607250755287,0.07142857142857142,0.20373635232101522,0.0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
126,0.15293233082706767,0.01375,0.23944039038003645,0.04666666666666666,0.0,0.45921450151057397,0.0,0.2343618772317454,0.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
127,0.6353383458646616,0.6666666666666666,0.14310283982817437,0.8333333333333333,0.0,0.6540785498489425,0.5714285714285714,0.1179848825709707,1.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
